height
7.5
2.5
2.5
7.5
5.0
2.5
2.5
2.5
2.5
7.5
2.5
2.5
5.0
2.5
2.5
5.0
2.5
2.5
2.5
2.5
2.5
2.5
2.5
2.5
2.5
7.5
2.5
2.5
5.0
5.0
2.5
2.5
2.5
2.5
2.5
2.5
7.5
2.5
2.5
7.5
2.5
2.5
7.5
5.0
7.5
2.5
17.5
10.0
5.0
2.5
5.0
2.5
2.5
7.5
5.0
2.5
5.0
5.0
2.5
2.5
5.0
2.5
2.5
2.5
2.5
2.5
2.5
2.5
2.5
2.5
2.5
2.5
2.5
2.5
2.5
2.5
12.5
2.5
2.5
2.5
2.5
2.5
2.5
5.0
2.5
2.5
2.5
2.5
5.0
2.5
7.5
5.0
2.5
2.5
10.0
2.5
5.0
5.0
2.5
2.5
2.5
2.5
2.5
2.5
2.5
2.5
2.5
2.5
2.5
7.5
2.5
7.5
2.5
2.5
2.5
2.5
2.5
7.5
5.0
2.5
5.0
17.5
2.5
5.0
5.0
5.0
5.0
2.5
2.5
2.5
5.0
2.5
2.5
2.5
2.5
2.5
2.5
2.5
7.5
5.0
2.5
2.5
2.5
5.0
2.5
5.0
2.5
5.0
10.0
2.5
2.5
5.0
2.5
7.5
2.5
2.5
7.5
2.5
2.5
2.5
2.5
0.0
5.0
5.0
7.5
2.5
5.0
2.5
2.5
2.5
2.5
10.0
2.5
2.5
2.5
5.0
2.5
5.0
5.0
2.5
10.0
2.5
5.0
5.0
2.5
2.5
2.5
2.5
2.5
10.0
7.5
2.5
7.5
2.5
5.0
2.5
2.5
2.5
0.0
2.5
5.0
5.0
7.5
2.5
2.5
5.0
5.0
2.5
2.5
2.5
2.5
2.5
2.5
2.5
5.0
2.5
5.0
2.5
2.5
5.0
0.0
7.5
2.5
2.5
2.5
2.5
2.5
5.0
5.0
2.5
2.5
7.5
5.0
5.0
2.5
2.5
7.5
2.5
20.0
5.0
2.5
2.5
2.5
12.5
7.5
5.0
2.5
5.0
0.0
2.5
2.5
7.5
2.5
7.5
2.5
2.5
5.0
7.5
2.5
7.5
2.5
2.5
5.0
2.5
2.5
2.5
5.0
2.5
2.5
2.5
2.5
5.0
12.5
5.0
2.5
5.0
5.0
2.5
15.0
10.0
2.5
2.5
2.5
2.5
2.5
5.0
12.5
2.5
10.0
7.5
5.0
2.5
2.5
2.5
2.5
2.5
7.5
7.5
2.5
2.5
2.5
2.5
7.5
7.5
5.0
2.5
2.5
5.0
2.5
2.5
2.5
2.5
2.5
2.5
2.5
0.0
5.0
2.5
2.5
5.0
7.5
2.5
2.5
7.5
2.5
2.5
5.0
2.5
5.0
2.5
2.5
2.5
2.5
2.5
2.5
5.0
2.5
2.5
2.5
2.5
2.5
2.5
10.0
2.5
2.5
2.5
2.5
2.5
2.5
2.5
5.0
2.5
5.0
2.5
2.5
2.5
2.5
5.0
7.5
5.0
2.5
5.0
2.5
5.0
2.5
2.5
2.5
2.5
2.5
17.5
5.0
5.0
2.5
5.0
2.5
12.5
7.5
5.0
7.5
2.5
2.5
2.5
5.0
5.0
2.5
2.5
2.5
2.5
2.5
5.0
5.0
2.5
2.5
2.5
2.5
2.5
2.5
2.5
15.0
5.0
2.5
7.5
15.0
2.5
7.5
7.5
2.5
0.0
5.0
2.5
2.5
2.5
2.5
2.5
10.0
2.5
2.5
2.5
7.5
2.5
5.0
2.5
7.5
2.5
2.5
10.0
5.0
2.5
2.5
2.5
2.5
2.5
2.5
2.5
2.5
2.5
2.5
2.5
7.5
2.5
5.0
5.0
12.5
7.5
5.0
7.5
2.5
2.5
2.5
2.5
7.5
7.5
2.5
5.0
5.0
2.5
2.5
2.5
2.5
7.5
2.5
2.5
2.5
2.5
15.0
2.5
5.0
2.5
2.5
5.0
2.5
2.5
7.5
2.5
2.5
2.5
2.5
2.5
2.5
2.5
2.5
2.5
2.5
2.5
5.0
2.5
2.5
5.0
5.0
2.5
2.5
2.5
2.5
2.5
2.5
2.5
5.0
2.5
2.5
2.5
2.5
5.0
5.0
2.5
2.5
5.0
2.5
2.5
5.0
2.5
7.5
2.5
5.0
2.5
5.0
2.5
5.0
2.5
7.5
2.5
2.5
2.5
2.5
2.5
2.5
2.5
2.5
2.5
2.5
5.0
7.5
2.5
2.5
5.0
2.5
2.5
2.5
2.5
2.5
2.5
2.5
2.5
2.5
2.5
2.5
2.5
2.5
5.0
5.0
2.5
2.5
5.0
2.5
17.5
5.0
5.0
5.0
2.5
2.5
5.0
2.5
5.0
2.5
2.5
2.5
2.5
2.5
7.5
2.5
2.5
5.0
2.5
5.0
5.0
2.5
5.0
5.0
2.5
2.5
2.5
7.5
2.5
2.5
2.5
5.0
2.5
2.5
5.0
7.5
2.5
2.5
5.0
2.5
2.5
5.0
5.0
2.5
5.0
2.5
2.5
5.0
2.5
2.5
2.5
2.5
2.5
2.5
0.0
2.5
2.5
2.5
2.5
2.5
2.5
2.5
2.5
2.5
5.0
2.5
5.0
2.5
2.5
2.5
2.5
2.5
2.5
2.5
2.5
2.5
2.5
7.5
2.5
2.5
2.5
5.0
5.0
2.5
5.0
7.5
5.0
7.5
7.5
2.5
2.5
2.5
7.5
2.5
2.5
5.0
4.83087
3.6682000000000015
2.422599999999999
8.293299999999999
8.4011
3.3455000000000013
8.5456
2.1708
7.9253
6.66763
7.60384
6.3535
6.569799999999997
6.597499999999998
5.641000000000002
2.51627
2.611500000000003
7.439400000000001
4.5151
7.7622
3.7011
7.40524
4.812099999999999
8.2456
2.7052
2.5525
9.9222
8.033900000000001
8.7251
6.3676
2.8051500000000003
2.4947
6.305900000000001
2.5161000000000016
8.041599999999999
2.8833
2.77464
8.6955
7.716399999999998
7.91853
7.231000000000002
7.069649999999999
2.3207000000000004
2.471900000000001
8.15532
8.8172
5.263599999999999
2.4373999999999967
7.923799999999996
6.546900000000001
5.709199999999999
2.4147
2.635199
4.042400000000001
7.1663
3.023299999999999
2.568220000000001
2.74309
3.804300000000001
5.147399999999999
5.8439
6.06
3.0604000000000013
3.354599999999998
5.0824
4.6038
7.872199999999999
4.292999999999999
3.3464590000000003
7.030200000000001
2.77252
5.5291
2.7244080000000004
7.7105
6.8009
9.56512
2.6468000000000025
7.572199999999999
7.66996
7.725800000000001
2.41683
7.29158
5.764299999999999
8.169699999999999
7.91891
3.1289000000000016
8.01383
7.16742
7.951
2.566981
2.539200000000001
7.367599999999999
2.6894000000000027
4.304299999999998
7.5268
7.746700000000001
7.620900000000001
6.078600000000002
7.777300000000002
6.613699999999998
8.243299999999998
2.5425000000000004
2.5331200000000003
7.994900000000001
7.966350000000001
6.286499999999998
2.72818
2.47683
2.618785
7.105800000000002
8.5334
7.5623
7.610800000000001
5.097900000000001
9.9994
2.526699999999998
5.65503
3.4423000000000004
6.8292
2.25525
4.730599999999999
6.971399999999999
6.550999999999995
3.344000000000001
7.432599999999999
2.9084000000000003
2.51731
8.003699999999998
2.584900000000001
7.7463
2.81118
9.88836
5.94694
2.8887
4.643100000000004
2.8538
2.2677999999999976
3.0631000000000004
2.829500000000001
2.027200000000001
2.387599999999999
2.46308
3.2902999999999984
2.9090000000000007
7.481000000000002
4.6183
6.97106
7.546200000000001
2.504800000000001
5.686299999999999
2.80465
2.3752000000000013
2.5235000000000003
2.339300000000001
4.993499999999997
7.887700000000001
7.090199999999996
2.75614
3.2811999999999983
3.9506999999999977
7.684170000000001
5.6069
6.117900000000002
8.025099999999998
3.3279
3.0128999999999984
5.034840000000001
6.849399999999999
7.0989
7.28703
3.492799999999999
5.931000000000001
4.665399999999998
6.13482
6.9771
6.89409
2.567
6.2557000000000045
6.675800000000002
8.284800000000002
2.5273000000000003
2.51192
3.1585
2.5786000000000016
2.8448
5.570599999999999
3.4835
2.6419
6.527199999999997
6.86268
4.024099999999997
2.380600000000001
9.859
3.7401000000000018
8.421700000000001
2.734399999999999
2.5474999999999994
2.42879
4.396399999999998
4.591500000000002
4.128600000000002
8.077300000000001
2.794699999999999
2.5458
8.706000000000001
8.2508
6.317700000000002
2.63491
7.141100000000002
8.0699
5.932100000000002
5.59306
2.4466
6.818100000000001
3.4542
8.503499999999999
2.533899999999999
6.705640000000001
7.354939999999999
2.8333000000000004
3.109499999999999
5.056899999999999
8.3809
4.58073
2.8285
2.3948
8.19572
5.1667000000000005
3.616900000000001
7.824689999999999
7.1259000000000015
4.133499999999998
4.045400000000001
8.0735
5.16429
3.5694
5.95523
6.78726
8.6417
2.080400000000001
6.338699999999999
7.1835
5.8923000000000005
5.40346
7.530700000000001
4.8983000000000025
3.168300000000002
3.703100000000001
8.9443
7.92723
2.5989999999999984
6.058339999999999
4.8841
7.486299999999998
5.9597
6.92013
7.1356
4.603900000000001
7.1960000000000015
2.3865000000000016
2.4794
2.46835
5.97379
3.0709
8.112999999999998
5.4176
6.86887
7.536799999999999
2.6545999999999985
4.320699999999999
7.850000000000001
8.831899999999997
2.5611999999999995
7.778879999999999
8.499199999999998
3.080994
2.595758
2.8031000000000006
7.05735
7.441600000000008
7.355299999999998
6.9176
8.3793
8.085500000000003
8.036899999999996
7.53026
5.70993
8.247
7.183900000000001
6.882199999999999
2.3065999999999995
2.3292
5.990600000000001
5.557600000000001
2.6614000000000004
23.0422
7.54017
7.107999999999997
4.474609999999999
7.86044
9.130799999999995
2.67026
4.2455
2.5139
2.4226
7.2456
7.09059
6.258300000000002
2.5548
5.83351
9.1932
7.6503
5.5855000000000015
2.9056999999999995
2.842599999999999
3.5524100000000005
8.15554
8.235599999999998
2.481300000000001
6.559399999999998
6.9056
6.9514
20.5711
2.793016
7.2592
5.744799999999998
5.135400000000001
2.328900000000001
11.389799999999996
7.30697
6.609999999999998
7.004299999999997
7.925739999999999
3.3372
7.081250000000001
7.073799999999999
2.6047600000000006
4.201900000000002
6.867920000000001
7.85551
7.8078
2.530100000000001
7.550499999999996
2.3840000000000003
3.3368
7.329999999999998
7.775100000000002
3.749799999999997
2.49716
6.247200000000001
3.366299999999999
6.065200000000001
8.288219999999999
6.759399999999999
2.99263
8.3905
6.93266
6.418900000000001
7.520200000000003
2.6963500000000007
8.2548
2.59241
2.4285
2.5459000000000014
5.83954
8.1615
7.66352
3.4973000000000027
2.474599999999999
7.111800000000002
7.917300000000001
2.4163
7.6142
5.2279
2.5683999999999987
2.34014
7.4366
3.4613000000000014
5.5596
7.6301999999999985
7.329919999999999
5.826799999999999
7.5044
5.523799999999994
5.209399999999995
3.1835000000000004
2.1895999999999987
7.184099999999999
2.53077
5.546300000000002
7.972900000000001
7.76657
7.4619
2.468900000000001
8.195999999999998
3.968499999999999
6.489500000000003
3.1464
7.499299999999998
5.9102
11.1347
8.216000000000001
8.568199999999997
2.639999999999999
4.268699999999999
5.351600000000005
4.854799999999997
4.785800000000002
2.5493999999999986
5.8627
7.9811
7.168699999999998
8.048899999999998
3.497100000000003
2.6817
6.831899999999999
7.74223
2.423252
3.026299999999999
2.537100000000001
7.748699999999999
8.59599
7.9223
2.708939
6.222200000000001
7.9725
2.4285999999999994
2.3455999999999992
8.252799999999997
5.12038
2.6709
2.51851
5.75461
2.7047000000000008
2.6692
6.891499999999997
2.398799999999998
2.85701
2.4334999999999987
2.659599999999997
6.613800000000001
6.2851
7.376599999999998
2.3373891
2.226799999999999
7.296609999999999
4.088100000000004
4.551299999999998
6.31039
5.458099999999998
6.79174
2.6003000000000007
2.17918
7.32102
7.789199999999997
7.117999999999999
6.48122
10.5281
6.223700000000001
7.67736
3.2623300000000004
6.075300000000002
2.6656000000000013
2.7029
6.986399999999996
7.717700000000001
2.47319
3.876099999999997
6.271100000000004
4.2181
2.6785
2.4765
6.803199999999997
7.226400000000002
3.2258
7.506999999999998
3.004100000000001
4.239999999999998
6.0236
7.778499999999999
5.880000000000001
2.515000000000001
2.53681
6.9392
4.6091
2.6592900000000004
2.5686
4.7766
6.32955
5.402799999999999
4.6568000000000005
6.711500000000001
2.6520900000000003
5.910000000000002
7.536200000000001
4.462599999999998
7.325800000000001
7.57833
3.177599999999998
6.759200000000002
7.28384
5.805900000000001
8.041700000000002
8.813600000000001
3.84641
6.622199999999999
3.868199999999998
4.0913
6.7372
7.218399999999999
3.0921999999999983
7.734999999999999
5.793200000000002
7.25871
6.7712999999999965
8.6298
5.701600000000003
2.890899999999988
6.38902
3.6940000000000026
2.3551
7.820699999999999
5.127999999999999
4.3763000000000005
2.64257
5.1524
6.2181
8.267499999999998
7.00353
3.0604000000000013
7.484800000000002
6.630700000000001
7.7402000000000015
8.87866
2.56555
2.422900000000002
5.470600000000001
2.9864999999999995
6.851799999999999
4.741100000000001
8.632
2.873000000000001
6.848700000000001
2.521099999999999
2.75176
7.640180000000001
9.5122
2.330777
3.9772
6.357699999999998
5.569499999999998
6.65096
6.5549
2.59687
2.32791
6.53676
2.516
7.8576000000000015
6.6693
2.559100000000001
2.364299999999999
3.19408
2.46159
6.763300000000001
2.3003
2.98253
6.589400000000001
3.380900000000004
6.23818
6.758000000000003
8.0175
6.8432
2.66143
3.879199999999997
6.444899999999997
3.7037999999999975
8.401
6.444099999999999
2.478
7.97386
2.559
7.526400000000001
8.5883
8.2044
2.7569
3.2398799999999994
7.7775
2.8279
2.533099999999997
2.6151
2.54902
2.3024999999999984
6.279170000000001
7.879130000000001
8.901299999999999
7.464399999999998
6.25681
7.595500000000001
7.219930000000001
2.915099999999999
6.0766
2.0280000000000022
2.484099999999998
7.902999999999999
2.2942
7.840999999999997
3.9742000000000033
8.1882
7.221629999999999
6.1196
2.509499999999999
7.91982
2.247933
5.558399999999999
2.60749
2.9071
2.551724
7.5785
6.29677
3.219900000000002
5.793100000000001
5.479100000000001
8.043099999999995
5.810700000000001
3.43766
5.713099999999997
4.765799999999999
6.690000000000001
7.560300000000002
2.88748
7.235600000000002
7.781000000000001
8.7172
2.4675
7.1831
5.934000000000001
2.6140000000000003
6.90863
7.552900000000001
2.514300000000002
2.654
2.32334
2.5868
8.173700000000002
2.407200000000003
2.533300000000001
4.5153
5.8994
4.5394000000000005
2.45646
6.599599999999999
6.747299999999999
7.1694
2.3172783000000003
2.579276
2.603300000000001
3.2543000000000024
6.0991
7.60158
7.73124
5.9334
6.5413
2.53181
3.180299999999999
8.64974
8.9463
8.909500000000001
5.9558
7.834099999999999
2.78428
2.768299999999998
2.545300000000001
8.6201
2.60972
7.056999999999999
7.554499999999999
5.894
2.67445
5.4632000000000005
7.467000000000002
2.5618
6.91896
2.488700000000001
5.67983
3.1281
5.074707999999999
8.125500000000002
8.247100000000001
7.970399999999998
2.500600000000002
2.444200000000002
6.6712000000000025
2.998199999999997
3.8628
7.080300000000001
7.654990000000001
8.063200000000002
8.245099999999999
3.246300000000001
2.580400000000001
5.6776
2.4744
2.5247
2.703900000000001
8.338500000000002
5.6076
7.379800000000001
4.170300000000001
7.76146
2.9447999999999936
8.398600000000002
7.681839999999999
8.21379
2.653500000000001
3.296999999999999
7.5434
6.9484
8.143699999999999
5.0455000000000005
2.400300000000001
6.586799999999998
6.5593
6.60733
5.334400000000002
3.987300000000001
6.133100000000002
7.462
2.69331
5.80786
8.7255
2.3148000000000017
2.7195
6.8522
6.923699999999998
4.4512
5.7476
6.416900000000002
8.620650000000001
8.699600000000002
2.5527999999999977
6.0366
2.5874999999999986
2.6677000000000035
2.507299999999997
9.5498
7.907400000000003
3.50911
7.4419
3.784799999999997
6.506
3.4575
2.6534000000000013
8.2781
8.082299999999998
3.994999999999997
2.28162
5.63015
8.089400000000001
7.348450000000001
6.0154
2.6173
4.052399999999999
3.3131120000000003
7.756609999999999
5.0439
5.399999999999999
7.065899999999999
7.972189999999999
7.667399999999999
2.5335
3.493100000000002
5.81279
4.6097
5.673400000000001
5.963100000000001
7.739599999999999
6.182600000000001
2.9072
7.239900000000002
8.2694
3.921299999999999
4.892499999999998
4.8523
2.2958
3.2622
2.492106
6.994499999999999
7.818799999999999
4.279285
7.5685
8.2769
2.4618
10.93583
2.8294999999999995
7.69167
3.009237
7.2789
7.60856
2.6113
5.0147
8.302900000000001
